attn,_TDD_8ms_75-25,_TDD_2ms_50-50,_TDD_4ms_25-75,_TDD_2ms_75-25,_TDD_8ms_50-50,_TDD_4ms_75-25,_80211,_TDD_2ms_25-75,_TDD_4ms_50-50,_TDD_8ms_25-75
4.0,-5.06,-25.66,-25.38,-6.39,-2.47,-25.98,-24.94,-19.07,-25.52,-13.93
6.0,-4.79,-25.32,-5.02,-1.14,-3.54,-19.14,-25.38,-10.67,-25.69,-11.6
8.0,-4.41,-25.89,-2.5,-2.39,-5.49,-26.22,-24.57,-8.14,-23.34,-8.75
10.0,-1.23,-24.24,-25.3,-3.34,-8.56,-25.89,-24.58,-12.99,-22.75,-4.23
12.0,-3.7,-24.88,-15.21,-1.33,-1.32,-26.32,-23.85,-18.88,-25.82,-10.55
14.0,-3.51,-23.23,-6.09,-2.36,0.0,-25.45,-24.07,-7.97,-25.03,-1.18
16.0,-5.48,-8.56,-10.79,-1.09,-7.2,-21.97,-22.38,-17.26,-25.21,-9.79
18.0,-7.63,-17.39,-14.71,-4.67,-4.42,-20.69,-21.43,-15.02,-23.57,-3.71
20.0,-8.92,-20.95,-22.04,-4.21,-6.9,-21.34,-18.6,-13.02,-22.37,-10.53
22.0,-1.9,-20.46,-20.95,-2.34,-1.88,-20.29,-18.2,-12.37,-21.92,-3.23
24.0,-4.38,-18.25,-2.5,-3.83,-1.91,-17.97,-16.65,-1.66,-20.62,-13.93
26.0,-0.89,-16.87,0.0,-3.71,-4.97,-16.01,-15.12,0.0,-18.7,-12.45
28.0,-2.96,-16.05,-8.72,-0.79,0.0,-0.78,-12.17,-2.27,-16.43,-6.34
30.0,-1.93,-13.52,-5.44,-0.85,-0.71,-1.58,-10.89,-6.95,-12.8,0.0
32.0,-2.04,-8.86,-6.84,-1.25,-1.16,-9.71,-7.02,-4.99,-3.1,-0.84
34.0,-2.34,-2.59,-2.55,-0.41,-2.14,-3.05,-6.65,-3.55,-4.6,-1.24
36.0,-1.25,-0.75,-0.83,-0.49,0.0,-1.27,0.0,-0.77,-1.5,0.0
38.0,0.0,-2.81,-1.77,0.0,-0.75,-1.36,0.0,-6.92,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0


attn,_TDD_8ms_75-25,_TDD_2ms_50-50,_TDD_4ms_25-75,_TDD_2ms_75-25,_TDD_8ms_50-50,_TDD_4ms_75-25,_80211,_TDD_2ms_25-75,_TDD_4ms_50-50,_TDD_8ms_25-75
0.0,-24.8,-23.99,-29.18,-22.73,-25.68,-24.84,-23.77,-22.98,-27.46,-25.56
2.0,-24.66,-24.26,-25.66,-22.73,-25.44,-25.46,-23.4,-23.16,-26.95,-24.2
4.0,-24.51,-24.24,-25.21,-22.62,-24.84,-24.84,-22.48,-24.94,-26.96,-24.47
6.0,-24.16,-23.54,-24.92,-22.27,-24.9,-22.38,-22.57,-23.24,-25.39,-24.73
8.0,-22.88,-23.16,-23.87,-20.54,-24.15,-22.26,-21.27,-21.55,-26.24,-22.82
10.0,-22.55,-23.49,-23.75,-21.54,-23.56,-23.9,-20.59,-20.83,-25.76,-23.21
12.0,-21.93,-22.64,-22.28,-20.62,-23.0,-24.15,-19.4,-21.03,-24.23,-21.7
14.0,-21.05,-21.34,-22.74,-21.33,-21.32,-26.91,-18.89,-19.66,-24.52,-22.59
16.0,-20.13,-21.55,-21.02,-20.79,-20.05,-24.32,-18.51,-18.88,-22.7,-21.23
18.0,-18.82,-20.99,-20.91,-19.95,-18.81,-23.55,-17.93,-18.2,-20.8,-19.82
20.0,-16.92,-23.18,-19.17,-18.52,-17.1,-19.38,-16.23,-17.42,-21.32,-18.75
22.0,-15.32,-23.32,-17.87,-14.26,-15.2,-17.16,-14.71,-14.28,-18.44,-16.22
24.0,-13.68,-16.92,-14.81,-7.76,-13.58,-19.04,-13.47,-12.77,-16.34,-15.0
26.0,-11.76,-13.63,-14.22,-12.14,-11.53,-15.62,-11.5,-9.9,-14.42,-11.18
28.0,-9.42,-10.71,-14.32,-12.49,-10.07,-8.5,-9.47,-9.79,-11.88,-12.15
30.0,-8.65,-9.07,-9.96,-6.69,-10.6,-7.97,-7.44,-9.78,-10.26,-5.06
32.0,-8.01,-5.24,-8.93,-5.29,-7.24,-7.12,-8.34,-5.96,-7.13,-7.53
34.0,-5.94,-4.55,-8.07,-6.46,-7.96,-6.22,-9.94,-7.82,-9.64,-5.13
36.0,-3.75,-7.47,-7.43,-1.24,-9.51,-3.27,-8.36,-6.88,-8.42,-0.75
38.0,-5.58,-8.54,-7.63,-5.72,-7.77,-7.71,-7.58,-8.78,-4.65,-1.95
40.0,-5.61,-7.97,-5.58,-4.51,-3.68,-6.58,-7.03,-5.62,-7.05


attn,_TDD_8ms_75-25,_TDD_2ms_50-50,_TDD_4ms_25-75,_TDD_2ms_75-25,_TDD_8ms_50-50,_TDD_4ms_75-25,_80211,_TDD_2ms_25-75,_TDD_4ms_50-50,_TDD_8ms_25-75
0.0,-24.8,-24.7,-9.05,-22.55,-25.55,-23.77,-23.75,-20.82,-20.33,-26.33
2.0,-25.18,-24.94,-22.98,-23.01,-26.19,-23.23,-24.14,-21.21,-27.83,-24.84
4.0,-25.36,-24.95,-25.86,-22.93,-25.74,-22.74,-23.05,-16.05,-23.46,-26.09
6.0,-24.72,-24.58,-26.33,-22.71,-25.55,-22.95,-23.18,-24.13,-26.99,-26.26
8.0,-23.26,-24.2,-25.07,-21.18,-24.72,-24.18,-21.7,-22.2,-27.61,-25.48
10.0,-22.91,-24.57,-24.31,-21.92,-24.22,-20.63,-21.05,-22.04,-27.01,-24.86
12.0,-22.61,-23.84,-23.04,-20.91,-23.91,-19.43,-19.82,-21.66,-26.06,-22.84
14.0,-22.04,-23.0,-23.92,-21.74,-22.3,-8.61,-19.28,-20.55,-26.51,-24.0
16.0,-20.93,-22.78,-22.88,-21.24,-21.03,-16.8,-18.84,-19.55,-24.93,-22.67
18.0,-19.57,-17.79,-22.2,-20.56,-19.68,-13.76,-18.13,-18.56,-22.11,-21.23
20.0,-17.93,-11.21,-20.69,-15.95,-18.08,-17.79,-17.18,-17.66,-23.26,-19.73
22.0,-16.38,-7.77,-19.23,-9.61,-16.12,-18.16,-15.29,-14.52,-20.05,-17.53
24.0,-14.48,-13.3,-16.04,-6.03,-14.48,-10.53,-13.94,-13.34,-18.71,-16.25
26.0,-12.64,-14.4,-15.43,-9.24,-12.52,-8.38,-12.03,-10.55,-15.84,-10.46
28.0,-10.59,-12.45,-9.28,-1.87,-9.97,-8.47,-10.53,-7.47,-13.91,-5.59
30.0,-7.38,-10.44,-8.74,-1.39,-9.11,-7.72,-8.52,-3.97,-12.28,-1.95
32.0,-6.08,-6.1,-9.69,-1.19,-8.26,-8.89,-10.81,-6.22,-8.52,-1.74
34.0,-4.89,-6.24,-6.69,-0.42,-3.08,-9.57,-6.17,-10.47,-9.46,-0.11
36.0,-5.58,-10.22,-4.84,-0.28,-0.28,-5.3,-0.46,-9.08,-6.06,0.0
38.0,-1.03,-2.14,0.0,-0.8,0.0,-2.04,0.0,-1.01,-9.05,-0.89
40.0,0.0,-1.92,0.0,0.0,0.0,0.0,0.0,-0.78,-2.01


attn,_TDD_8ms_75-25,_TDD_2ms_50-50,_TDD_4ms_25-75,_TDD_2ms_75-25,_TDD_8ms_50-50,_TDD_4ms_75-25,_80211,_TDD_2ms_25-75,_TDD_4ms_50-50,_TDD_8ms_25-75
0.0,-28.1,-26.76,-9.62,-26.08,-28.4,-21.51,-27.39,-22.55,-17.69,-28.22
2.0,-27.69,-27.54,-24.29,-26.26,-28.59,-21.94,-27.7,-22.63,-14.17,-27.26
4.0,-27.8,-27.14,-27.74,-26.29,-28.13,-24.31,-27.18,-17.11,-9.65,-28.04
6.0,-27.67,-27.06,-28.13,-25.99,-28.1,-26.61,-27.41,-27.16,-18.6,-27.7
8.0,-26.61,-27.01,-27.19,-24.43,-27.54,-26.81,-26.26,-25.32,-8.32,-27.51
10.0,-26.24,-26.62,-27.06,-25.19,-26.89,-22.84,-26.43,-23.88,-12.24,-26.97
12.0,-25.55,-26.23,-26.28,-24.24,-26.37,-15.46,-25.32,-23.43,-18.93,-25.64
14.0,-24.88,-25.71,-26.49,-25.03,-25.3,-6.52,-24.56,-22.36,-11.96,-25.95
16.0,-23.37,-24.63,-25.47,-24.58,-23.74,-12.36,-22.96,-21.26,-17.93,-24.7
18.0,-22.12,-20.06,-23.93,-23.35,-22.28,-10.87,-21.57,-20.13,-24.05,-23.28
20.0,-20.37,-8.17,-22.59,-18.14,-20.53,-19.68,-19.41,-18.66,-11.64,-21.63
22.0,-17.68,-2.03,-21.02,-10.94,-18.76,-20.39,-17.66,-17.1,-16.92,-19.09
24.0,-16.82,-10.02,-17.82,-6.86,-16.85,-9.37,-15.98,-15.31,-15.09,-18.06
26.0,-15.13,-16.1,-17.31,-10.59,-15.04,-8.86,-14.11,-13.2,-17.73,-11.83
28.0,-13.02,-14.5,-10.69,-2.46,-12.28,-10.31,-10.85,-9.87,-13.18,-5.16
30.0,-9.46,-12.38,-9.39,-1.79,-5.3,-5.32,-9.66,-5.77,-10.23,-3.04
32.0,-5.66,-8.87,-6.18,-2.12,-4.92,-10.92,-1.49,-8.58,-10.58,-1.2
34.0,0.0,-7.08,-6.7,-0.88,-4.38,-4.3,-1.14,-2.83,-4.24,-0.86
36.0,0.0,-1.29,-1.18,-1.04,-0.4,-6.33,-0.68,0.0,-3.48,0.0
38.0,0.0,-0.9,0.0,0.0,0.0,-1.44,0.0,0.0,-2.27,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.76


attn,_TDD_8ms_75-25,_TDD_2ms_50-50,_TDD_4ms_25-75,_TDD_2ms_75-25,_TDD_8ms_50-50,_TDD_4ms_75-25,_80211,_TDD_2ms_25-75,_TDD_4ms_50-50,_TDD_8ms_25-75
0.0,-25.1,-25.24,-9.14,-24.15,-26.17,-16.38,-25.3,-20.77,-16.29,-22.71
2.0,-25.53,-25.14,-22.64,-21.67,-26.0,-7.44,-25.48,-20.87,-5.21,-24.92
4.0,-25.38,-24.95,-22.93,-22.73,-25.93,-12.29,-25.37,-16.01,0.0,-23.01
6.0,-25.67,-24.89,-25.58,-23.99,-25.74,-22.49,-25.91,-25.52,-2.9,-25.3
8.0,-25.03,-24.84,-25.13,-22.74,-25.66,-24.59,-25.09,-24.14,-3.84,-25.4
10.0,-24.82,-11.81,-25.27,-23.98,-25.32,-21.13,-25.41,-22.75,-4.31,-25.67
12.0,-24.72,-16.11,-25.41,-23.07,-25.41,-8.63,-24.66,-22.89,-5.1,-25.06
14.0,-24.12,-23.38,-25.46,-24.01,-24.26,-3.75,-23.89,-22.07,-3.84,-25.13
16.0,-22.77,-17.55,-24.94,-23.58,-23.01,-2.43,-22.51,-20.91,-9.78,-24.46
18.0,-20.49,-14.76,-23.64,-22.68,-21.65,-8.35,-21.27,-20.08,-21.39,-22.94
20.0,-19.94,0.0,-22.43,-17.66,-19.99,-17.24,-19.26,-18.56,-1.21,-21.82
22.0,-15.53,-2.09,-20.65,-10.72,-16.29,-17.71,-17.59,-18.31,-12.43,-19.58
24.0,-12.44,-7.17,-18.42,-6.8,-13.18,-9.58,-15.93,-15.88,-15.17,-18.34
26.0,-14.77,-16.12,-17.21,-10.34,-14.63,-6.96,-14.07,-12.76,-17.63,-11.65
28.0,-11.46,-12.86,-8.82,-2.29,-11.92,-5.5,-10.79,-9.17,-13.29,-5.76
30.0,-6.72,-10.91,-7.06,-1.65,-1.81,-3.15,-9.64,-6.07,-8.25,-2.79
32.0,-1.98,-7.15,-6.13,-1.77,-1.9,-9.8,-1.49,-6.04,-10.18,-1.02
34.0,0.0,-3.32,-2.71,-0.78,-2.92,-3.46,0.0,-2.95,-3.05,-0.73
36.0,0.0,-1.16,-0.51,-0.83,-0.38,-1.51,-0.68,-4.82,-2.81,0.0
38.0,0.0,-0.92,0.0,0.0,0.0,-1.4,0.0,0.0,-1.56,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.88


attn,_TDD_8ms_75-25,_TDD_2ms_50-50,_TDD_4ms_25-75,_TDD_2ms_75-25,_TDD_8ms_50-50,_TDD_4ms_75-25,_80211,_TDD_2ms_25-75,_TDD_4ms_50-50,_TDD_8ms_25-75
0.0,-57.6,-54.77,-55.19,-57.32,-55.8,-55.66,-57.35,-59.2,-55.6,-55.7
2.0,-57.64,-56.59,-60.06,-58.27,-55.24,-57.82,-60.32,-60.19,-58.25,-57.14
4.0,-59.39,-58.84,-58.98,-60.58,-58.48,-60.58,-62.86,-62.35,-60.63,-59.9
6.0,-61.55,-61.42,-63.55,-62.78,-61.54,-61.98,-64.9,-60.65,-61.68,-62.08
8.0,-62.5,-64.02,-65.75,-65.21,-63.83,-64.85,-67.37,-65.27,-64.77,-64.03
10.0,-65.34,-65.7,-66.28,-67.22,-65.73,-66.61,-66.56,-69.47,-66.79,-65.86
12.0,-68.45,-67.54,-69.03,-69.83,-66.62,-69.19,-72.61,-71.55,-69.39,-69.0
14.0,-71.04,-69.81,-71.94,-72.62,-70.47,-72.16,-74.76,-73.58,-71.67,-71.67
16.0,-73.63,-74.25,-74.66,-75.58,-74.18,-74.53,-77.47,-76.59,-74.51,-74.2
18.0,-75.45,-76.32,-76.68,-77.55,-76.54,-76.09,-79.24,-77.86,-76.24,-76.5
20.0,-78.26,-78.86,-79.7,-78.17,-77.89,-79.03,-81.84,-79.41,-78.14,-78.98
22.0,-80.16,-80.35,-81.34,-79.74,-80.02,-81.36,-83.69,-81.87,-80.8,-80.87
24.0,-82.16,-81.72,-84.79,-83.34,-82.01,-83.21,-85.75,-82.85,-83.1,-84.17
26.0,-84.11,-84.6,-85.16,-85.13,-84.3,-85.02,-87.43,-86.05,-85.54,-85.63
28.0,-86.54,-86.7,-89.97,-87.01,-86.72,-86.96,-90.35,-87.88,-87.76,-87.07
30.0,-88.59,-88.53,-90.34,-91.15,-88.91,-89.96,-91.06,-90.05,-89.39,-90.14
32.0,-89.28,-90.35,-92.03,-92.85,-91.59,-91.64,-92.98,-90.55,-92.65,-92.54
34.0,-92.93,-91.93,-93.73,-94.21,-93.71,-92.63,-94.35,-91.92,-92.53,-95.24
36.0,-94.22,-93.55,-94.78,-96.46,-94.86,-94.73,-95.01,-95.38,-93.88,-95.69
38.0,-97.08,-95.27,-95.72,-96.61,-96.83,-95.31,-96.85,-95.92,-96.03,-97.72
40.0,-97.61,-95.94,-96.27,-97.5,-96.91,-97.36,-98.2,-99.02,-96.37


attn,_TDD_8ms_75-25,_TDD_2ms_50-50,_TDD_4ms_25-75,_TDD_2ms_75-25,_TDD_8ms_50-50,_TDD_4ms_75-25,_80211,_TDD_2ms_25-75,_TDD_4ms_50-50,_TDD_8ms_25-75
0.0,-59.05,-51.76,-52.56,-56.36,-56.13,-53.1,-55.7,-56.61,-53.42,-54.55
2.0,-58.28,-54.21,-54.19,-58.48,-58.52,-54.92,-58.86,-58.8,-55.24,-56.26
4.0,-60.67,-56.8,-58.04,-59.0,-61.11,-58.45,-61.34,-60.81,-58.17,-58.4
6.0,-62.41,-59.19,-60.29,-60.92,-62.83,-62.64,-63.44,-62.45,-59.76,-61.46
8.0,-64.65,-61.45,-62.44,-59.43,-65.28,-61.27,-65.69,-65.55,-62.45,-61.36
10.0,-66.6,-63.74,-64.91,-65.42,-67.16,-64.28,-67.78,-66.84,-64.71,-64.91
12.0,-69.58,-65.78,-66.81,-65.42,-70.27,-66.65,-70.9,-69.53,-66.44,-68.22
14.0,-71.81,-68.33,-69.99,-66.91,-72.44,-69.97,-72.98,-72.08,-69.56,-71.09
16.0,-74.0,-71.52,-71.9,-68.72,-74.54,-72.81,-75.53,-74.24,-71.41,-73.34
18.0,-76.0,-72.99,-74.06,-71.96,-76.49,-75.64,-77.41,-76.13,-74.83,-75.39
20.0,-78.29,-75.29,-76.3,-75.36,-78.91,-77.27,-79.66,-77.87,-76.72,-77.71
22.0,-80.2,-76.24,-78.03,-79.71,-80.78,-79.53,-81.42,-79.92,-78.33,-79.43
24.0,-82.17,-79.47,-79.78,-81.35,-82.84,-80.95,-83.46,-81.59,-79.94,-81.89
26.0,-84.06,-82.59,-82.73,-83.27,-84.84,-84.7,-85.33,-84.68,-82.92,-82.83
28.0,-86.02,-84.23,-83.11,-85.47,-86.97,-88.41,-87.97,-85.99,-84.91,-85.34
30.0,-87.89,-86.34,-86.36,-87.64,-88.38,-89.36,-89.69,-87.84,-87.01,-90.35
32.0,-89.44,-90.0,-89.47,-90.18,-90.38,-88.69,-91.48,-89.47,-88.7,-90.85
34.0,-90.74,-90.54,-89.97,-91.44,-91.65,-90.28,-92.08,-89.3,-90.52,-92.66
36.0,-92.8,-92.2,-92.22,-92.05,-93.52,-91.67,-94.07,-91.34,-91.89,-94.97
38.0,-93.49,-93.21,-94.24,-94.55,-94.95,-93.91,-94.66,-94.97,-92.91,-95.52
40.0,-95.89,-94.42,-95.23,-94.27,-96.43,-95.21,-96.4,-95.81,-94.38


